latitude,longitude
22.397614,113.973075
22.374608,113.958558
22.406925,113.968881
22.367921,113.949683
22.408519,113.968681
22.376686,114.006498
22.403692,113.980011
22.370089,113.995358
22.41809,113.993041
22.416831,113.988959
22.418405,113.982521
22.413865,113.981593
22.426875,113.989227
22.411515,113.976269
22.401715,113.96742
22.392358,113.966077
22.422796,113.983119
22.368337,113.998752
22.425447,113.988551
22.422804,113.987947
22.418737,113.984308
22.411252,113.981741
22.407974,113.984061
22.405149,113.985813
22.400341,113.979716
22.420627,113.976371
22.37435,113.996635
22.376481,114.004153
22.376694,114.006398
22.429882,113.988229
22.366269,114.004171
22.362834,114.021223
22.367876,114.022336
22.364002,114.022571
22.363694,114.017945
22.431293,113.992412
22.415965,113.975102
22.413961,113.975197
22.417307,113.973851
22.389866,113.96867
22.375347,113.985386
22.414098,113.979088
22.386547,113.921042
22.367752,114.022201
22.395163,113.977835
22.415839,113.971227
22.394731,113.974211
22.42712,113.993234
22.380241,113.977726
22.395425,113.976081
22.39454,113.975912
22.362398,114.016518
22.443453,114.02646
22.443836,114.027955
22.441282,114.029427
22.441844,114.028734
22.440816,114.024063
22.442514,114.017793
22.458934,114.002149
22.44622,114.031456
22.447296,114.024338
22.445746,114.026636
22.445014,114.028968
22.445295,114.024542
22.447903,114.02345
22.4325,113.998056
22.440325,114.065571
22.433225,113.995954
22.440644,114.033071
22.466512,113.983916
22.438386,114.005328
22.44775,113.993211
22.470864,114.04432
22.441996,114.007851
22.443114,114.034286
22.441901,114.02639
22.444947,114.034226
22.443349,114.032594
22.457748,114.003828
22.453682,114.006928
22.442605,114.043369
22.42287,114.02907
22.452175,113.992036
22.42963,114.03298
22.44073,114.01155
22.442266,114.004744
22.472231,114.056249
22.44797,114.02478
22.44974,113.993145
22.438341,114.064838
22.429178,114.023306
22.44299,114.011392
22.443981,114.02496
22.436071,114.029162
22.43885,114.02611
22.426848,113.997467
22.441944,113.995833
22.439027,114.037931
22.46096,114.10316
22.4163,114.02195
22.447519,114.034067
22.43155,114.10299
22.450763,113.990726
22.44608,114.00786
22.443762,114.008046
22.443885,114.006697
22.468221,114.003373
22.458394,114.001336
22.46513,114.00184
22.45961,114.00564
22.44904,114.005814
22.428623,113.996446
22.439792,113.991467
22.44642,114.032952
22.446389,114.039444
22.41805,114.02545
22.43219,114.03186
22.43243,114.024177
22.425738,114.027569
22.419976,114.020289
22.42916,114.03388
22.440012,114.065659
22.447797,114.020611
22.440338,114.056371
22.491811,114.06148
22.44654,114.022405
22.446785,114.023332
22.434266,114.065382
22.42845,114.0844
22.452118,114.03531
22.43008,114.09412
22.42565,114.03745
22.43481,114.0301
22.42414,114.032985
22.438909,114.045155
22.42409,114.07701
22.42541,114.03164
22.4163,114.02195
22.422663,114.029365
22.42245,114.02871
22.445774,114.062692
22.426471,114.030438
22.431598,114.028267
22.426925,114.104813
22.43157,114.02853
22.425544,114.037403
22.446827,114.045062
22.446125,114.044471
22.442605,114.043369
22.454147,114.030542
22.447335,114.031154
22.447352,114.034773
22.453503,114.028493
22.43274,114.10105
22.469595,114.108807
22.43924,114.093392
22.448476,114.094346
22.44909,114.09705
22.45525,114.09884
22.45225,114.09847
22.4485,114.09691
22.44628,114.09575
22.444444,114.093879
22.44303,114.09575
22.44197,114.09048
22.441533,114.056843
22.43807,114.06995
22.43538,114.07
22.43363,114.07292
22.425282,114.077483
22.43359,114.0706
22.453771,113.994343
22.42575,114.08006
22.427808,114.082643
22.429097,114.087394
22.43005,114.098435
22.434002,114.102101
22.435861,114.100882
22.44088,114.08984
22.444016,114.009457
22.455023,114.023755
22.46441,113.98649
22.432233,113.997871
22.433611,113.996944
22.463966,114.01938
22.451719,113.994916
22.444138,114.011065
22.447399,114.011089
22.463197,113.990744
22.47712,114.003184
22.49842,114.059779
22.445077,113.995882
22.431281,113.999416
22.4389,114.01609
22.445312,114.013945
22.449471,114.014622
22.444508,114.01905
22.456993,114.051266
22.443869,113.991324
22.430517,113.945271
22.514267,114.073175
22.44802,113.992289
22.44045,114.01325
22.463775,113.983315
22.460017,113.979825
22.447891,113.959871
22.434871,113.992283
22.472321,114.063922
22.501082,114.076895
22.477284,114.071048
22.47333,114.066781
22.476118,114.056569
22.459893,114.053049
22.510033,114.078616
22.507284,114.080624
22.504776,114.089379
22.504334,114.093598
22.501347,114.082971
22.495238,114.06898
22.46621,114.053942
22.427284,114.072847
22.438933,114.06763
22.43706,114.0742
22.49908,114.07858
22.441593,114.085459
22.441713,114.087457
22.458178,114.05615
22.459727,114.056108
22.453701,114.054156
22.465515,113.980352
22.434672,113.949047
22.43185,114.09961
22.453372,113.994361
22.446475,113.993783
22.446523,114.031812
22.506758,114.0764
22.451182,113.988394
22.43849,114.020468
22.450142,113.963606
22.512575,114.07948
22.453439,114.029845
22.447088,114.036527
22.434308,114.015159
22.434514,114.001747
22.44191,114.09495
22.43176,114.10403
22.44203,113.995781
22.460196,113.989738
22.448013,114.049288
22.496292,114.07489
22.480206,114.057665
22.479721,114.058681
22.468591,114.055247
22.497694,114.076039
22.458084,114.05259
22.440083,114.062733
22.440116,114.058422
22.461267,113.989545
22.440335,113.987723
22.453265,114.01049
22.452095,114.035284
22.452281,114.032331
22.43898,114.07068
22.438681,114.067661
22.442694,114.030999
22.462597,114.022392
22.446976,114.062529
22.442539,114.023964
22.465494,114.005058
22.432318,114.016795
22.426005,113.997057
22.524495,114.160716
22.498136,114.152937
22.497632,114.140555
22.500186,114.143744
22.500885,114.128567
22.502219,114.128316
22.501776,114.128304
22.504728,114.129446
22.503991,114.128196
22.508647,114.123071
22.507056,114.124721
22.50212,114.123138
22.507807,114.127689
22.509455,114.123406
22.545317,114.224794
22.545525,114.223808
22.498061,114.141841
22.508868,114.125416
22.503101,114.148367
22.507777,114.179891
22.524626,114.194376
22.509586,114.124353
22.510773,114.110021
22.498911,114.103421
22.485208,114.15056
22.514394,114.168003
22.511841,114.164128
22.500213,114.142266
22.501543,114.150403
22.507609,114.148209
22.510401,114.177676
22.527199,114.104026
22.500663,114.130884
22.496526,114.134276
22.496874,114.147839
22.530101,114.198857
22.552432,114.182034
22.524647,114.208479
22.540536,114.148125
22.532987,114.150111
22.523959,114.215819
22.556711,114.164436
22.504789,114.11172
22.521687,114.181994
22.491411,114.138259
22.498814,114.135695
22.524679,114.188289
22.500538,114.144608
22.500934,114.141856
22.498998,114.144398
22.50215,114.126168
22.501999,114.126218
22.502866,114.128559
22.504038,114.126803
22.502706,114.129319
22.506935,114.127162
22.5014,114.129128
22.502692,114.130589
22.501649,114.131676
22.52132,114.162772
22.527492,114.158892
22.522647,114.098254
22.503386,114.118471
22.510003,114.10485
22.509358,114.108482
22.518519,114.12474
22.501153,114.112353
22.499087,114.112123
22.504376,114.102827
22.489788,114.118315
22.490314,114.122932
22.535113,114.132004
22.508996,114.123482
22.51053,114.125402
22.510208,114.123342
22.502747,114.114974
22.483339,114.111057
22.47654,114.111294
22.509492,114.100187
22.503932,114.149351
22.497412,114.136059
22.504823,114.150696
22.513033,114.158837
22.509715,114.159421
22.511358,114.163773
22.501183,114.137118
22.5016,114.138017
22.499323,114.149991
22.491905,114.135139
22.502469,114.163755
22.506669,114.154547
22.506263,114.15305
22.489462,114.149368
22.500321,114.153992
22.537244,114.144675
22.551347,114.153853
22.520815,114.159713
22.522856,114.162011
22.544864,114.224836
22.546453,114.225342
22.536714,114.210696
22.505813,114.241624
22.529556,114.127319
22.526164,114.12365
22.520324,114.100663
22.522881,114.098669
22.50708,114.101792
22.507647,114.102262
22.497966,114.107056
22.525023,114.16095
22.541906,114.137434
22.543452,114.217233
22.528038,114.121573
22.509395,114.106722
22.506982,114.098843
22.481965,114.112744
22.48315,114.10911
22.515763,114.133725
22.504661,114.118947
22.516462,114.166298
22.507968,114.167694
22.530091,114.159059
22.490325,114.147597
22.502598,114.176314
22.537436,114.134689
22.528526,114.155195
22.484828,114.109384
22.486364,114.107646
22.503419,114.103909
22.506741,114.16181
22.527789,114.125158
22.500315,114.148131
22.527909,114.12531
22.529504,114.155395
22.502327,114.100858
22.509021,114.123468
22.515253,114.176922
22.515833,114.173137
22.547481,114.15399
22.545136,114.149836
22.518385,114.162516
22.524324,114.152194
22.498622,114.153888
22.498294,114.151129
22.494927,114.129279
22.50601,114.157545
22.515332,114.17546
22.525617,114.192486
22.52888,114.196367
22.531629,114.203752
22.538861,114.213503
22.510178,114.166952
22.518053,114.174149
22.518982,114.175869
22.483333,114.107778
22.48563,114.14679
22.483754,114.144296
22.525964,114.161676
22.498034,114.135092
22.51109,114.122438
22.519617,114.098469
22.512971,114.124981
22.51343,114.1084
22.514845,114.166794
22.517833,114.165925
22.503769,114.137436
22.49678,114.127022
22.539464,114.1456
22.514083,114.168847
22.523617,114.186437
22.495558,114.142165
22.535252,114.162655
22.522386,114.154107
22.523362,114.150947
22.50855,114.147053
22.491187,114.138196
22.519814,114.161321
22.526457,114.153258
22.535693,114.144934
22.50073,114.130602
22.500009,114.144494
22.471905,114.221871
22.470398,114.150881
22.4641,114.195387
22.475315,114.151874
22.463217,114.148198
22.453831,114.153931
22.458032,114.168421
22.455846,114.142516
22.437607,114.164592
22.448947,114.16042
22.448879,114.157453
22.446227,114.178164
22.449611,114.136005
22.446205,114.132776
22.433948,114.163688
22.456217,114.142772
22.444428,114.16944
22.451258,114.160492
22.453092,114.168646
22.447272,114.168128
22.471652,114.2258
22.468958,114.209229
22.453739,114.164289
22.449167,114.168611
22.457311,114.188097
22.447457,114.168244
22.449497,114.16416
22.420614,114.331855
22.460649,114.204197
22.432577,114.185466
22.475525,114.154503
22.436353,114.163977
22.471598,114.199774
22.463331,114.206695
22.456282,114.162764
22.44233,114.175578
22.449953,114.143757
22.437801,114.182635
22.442179,114.176828
22.468485,114.203387
22.472986,114.233064
22.472403,114.196862
22.452145,114.156951
22.444582,114.130831
22.466635,114.19368
22.43422,114.192843
22.444921,114.166319
22.461495,114.184438
22.464221,114.207577
22.455754,114.213732
22.468636,114.207749
22.472153,114.22895
22.453424,114.158844
22.462057,114.147281
22.457519,114.144934
22.454473,114.141192
22.451082,114.138184
22.440377,114.169085
22.455771,114.164806
22.442752,114.161089
22.467617,114.19886
22.453261,114.157388
22.466341,114.197248
22.462808,114.186801
22.456369,114.142536
22.448917,114.167322
22.448825,114.1689
22.448935,114.168243
22.434852,114.20171
22.429456,114.208998
22.446726,114.166295
22.453153,114.169594
22.453339,114.164902
22.451239,114.169829
22.463583,114.207351
22.449378,114.163043
22.453362,114.171515
22.449136,114.165825
22.452254,114.163773
22.444163,114.126952
22.442635,114.177673
22.448958,114.160089
22.458374,114.169069
22.457395,114.176763
22.4568,114.213875
22.470547,114.210722
22.463313,114.146203
22.438027,114.164605
22.426362,114.198867
22.471708,114.232946
22.462556,114.185881
22.457209,114.141608
22.439402,114.183046
22.432545,114.185384
22.468958,114.20216
22.475637,114.237077
22.423455,114.196306
22.465406,114.180613
22.458381,114.209842
22.469257,114.233234
22.475861,114.153484
22.47104,114.153607
22.480342,114.154428
22.439181,114.123534
22.442266,114.179317
22.45822,114.142477
22.485339,114.153075
22.485958,114.152978
22.452559,114.137638
22.454353,114.140028
22.470715,114.220891
22.4725,114.198872
22.472513,114.219359
22.440513,114.12472
22.433057,114.163672
22.444376,114.131842
22.475457,114.220133
22.441867,114.127822
22.447897,114.168663
22.446505,114.127926
22.473295,114.234406
22.453182,114.138805
22.453235,114.140276
22.4522,114.138956
22.446074,114.166185
22.376024,114.179403
22.362727,114.171225
22.374343,114.179567
22.369474,114.179452
22.418194,114.22874
22.362491,114.173902
22.419624,114.229755
22.39058,114.188129
22.392103,114.206174
22.394776,114.198131
22.38251,114.21792
22.417704,114.203782
22.425805,114.231216
22.398779,114.192074
22.425484,114.240609
22.418745,114.201443
22.362816,114.17692
22.368272,114.167503
22.383825,114.190185
22.398065,114.197464
22.377452,114.196699
22.412958,114.210203
22.424165,114.231575
22.37366,114.177207
22.408079,114.20553
22.428982,114.240381
22.381905,114.182318
22.384566,114.180835
22.381483,114.198565
22.39218,114.200161
22.371009,114.189499
22.372426,114.182139
22.373842,114.173414
22.378604,114.197397
22.380536,114.207497
22.380833,114.211405
22.374917,114.191019
22.399086,114.195338
22.401276,114.201419
22.417249,114.214171
22.396023,114.194429
22.368522,114.183734
22.377029,114.167863
22.373143,114.185196
22.37322,114.187827
22.372789,114.195257
22.401983,114.216129
22.378251,114.204246
22.377174,114.200932
22.365576,114.176799
22.385392,114.189151
22.412673,114.211072
22.372615,114.177243
22.373025,114.18095
22.372344,114.177432
22.408457,114.222048
22.3823,114.186761
22.413166,114.22223
22.417235,114.225317
22.418405,114.226301
22.423377,114.236765
22.429354,114.243785
22.374524,114.185453
22.377676,114.195824
22.41389,114.214235
22.380029,114.196328
22.396601,114.209457
22.382182,114.202959
22.387351,114.208197
22.381064,114.201467
22.363028,114.173597
22.3626,114.171955
22.377953,114.182564
22.400076,114.188225
22.407527,114.209919
22.411052,114.209135
22.410677,114.205113
22.419595,114.200394
22.419347,114.200287
22.398369,114.198096
22.376503,114.169106
22.427282,114.239283
22.377071,114.18329
22.376798,114.196653
22.388785,114.192733
22.356126,114.199322
22.406002,114.202417
22.370629,114.171494
22.379465,114.208577
22.375292,114.196491
22.40625,114.22293
22.382574,114.216422
22.369262,114.189825
22.43374,114.239583
22.380841,114.21142
22.423183,114.212612
22.383556,114.187691
22.407857,114.208103
22.380312,114.18072
22.387946,114.19049
22.3453,114.252303
22.337423,114.259021
22.428898,114.328345
22.42769,114.267498
22.376307,114.270636
22.315,114.269167
22.381491,114.273371
22.392663,114.298714
22.383482,114.333572
22.379574,114.2636
22.430708,114.255285
22.323946,114.270891
22.317813,114.283728
22.370482,114.267905
22.310925,114.259567
22.326924,114.251053
22.318498,114.254133
22.381579,114.272289
22.319752,114.244985
22.352571,114.253877
22.377703,114.273426
22.333578,114.236721
22.312588,114.27484
22.460057,114.328123
22.382639,114.264581
22.370936,114.262528
22.350597,114.250939
22.378943,114.259065
22.315314,114.264748
22.428513,114.259894
22.297658,114.292966
22.296413,114.291469
22.27543,114.296353
22.387698,114.261491
22.353087,114.248676
22.337235,114.229707
22.387549,114.302758
22.334962,114.237668
22.342544,114.246461
22.356892,114.2379
22.304309,114.285251
22.355308,114.247183
22.315168,114.277245
22.388761,114.293012
22.391746,114.300461
22.363889,114.252778
22.326168,114.249444
22.304646,114.291117
22.312612,114.284098
22.333523,114.234729
22.393888,114.274988
22.357397,114.249701
22.3924,114.273385
22.383092,114.270808
22.315279,114.277544
22.32604,114.270416
22.395278,114.279167
22.336521,114.260623
22.418754,114.268212
22.351639,114.251649
22.316869,114.254088
22.381171,114.263744
22.319777,114.27698
22.325859,114.269289
22.408837,114.276153
22.397778,114.283889
22.430373,114.255687
22.390276,114.307816
22.394352,114.268276
22.389037,114.275845
22.39321,114.289273
22.388928,114.262735
22.311648,114.277071
22.336411,114.245217
22.393828,114.297006
22.34618,114.26001
22.307639,114.261056
22.305004,114.252933
22.316477,114.264347
22.322194,114.257792
22.322249,114.25846
22.36291,114.259577
22.297726,114.272761
22.381627,114.274167
22.355816,114.251614
22.309148,114.302317
22.361769,114.256855
22.40415,114.281093
22.429872,114.260698
22.394414,114.316228
22.301768,114.287365
22.303354,114.295235
22.334972,114.227525
22.337602,114.259121
22.385625,114.260987
22.317024,114.253453
22.319798,114.245405
22.320924,114.243234
22.338823,114.230169
22.33644,114.242025
22.336947,114.245002
22.337409,114.259035
22.329782,114.263166
22.327599,114.264582
22.328751,114.271481
22.328601,114.27002
22.323649,114.271321
22.322557,114.269591
22.320483,114.271663
22.318811,114.273584
22.315282,114.275091
22.315073,114.277821
22.317833,114.283465
22.318369,114.285734
22.316299,114.282027
22.309317,114.284768
22.298845,114.288111
22.298586,114.289246
22.34143,114.259357
22.355439,114.259936
22.352011,114.247861
22.360447,114.253839
22.364498,114.259391
22.3671,114.259563
22.378323,114.265407
22.378523,114.259696
22.378272,114.263976
22.380124,114.262499
22.388591,114.264012
22.38448,114.267642
22.380374,114.267481
22.386664,114.269471
22.394523,114.277543
22.425747,114.262465
22.394015,114.289086
22.403649,114.295425
22.401844,114.300424
22.392316,114.308617
22.401032,114.323464
22.432806,114.328319
22.379942,114.266893
22.38345,114.263488
22.365001,114.259323
22.327936,114.250935
22.327906,114.259579
22.320542,114.266245
22.333056,114.234182
22.316369,114.270958
22.377975,114.257123
22.379938,114.268839
22.357531,114.249727
22.408896,114.276222
22.431439,114.327354
22.450236,114.322563
22.319782,114.288067
22.386061,114.269849
22.384757,114.263095
22.398213,114.29997
22.398631,114.320791
22.419965,114.266179
22.424487,114.263186
22.398253,114.283987
22.325022,114.267103
22.318483,114.271317
22.349925,114.234221
22.354938,114.250769
22.334327,114.260366
22.398652,114.321437
22.329732,114.264596
22.334595,114.240571
22.355571,114.247813
22.355533,114.244147
22.358319,114.251984
22.37183,114.259504
22.373417,114.262774
22.363124,114.257837
22.353559,114.25948
22.388671,114.272929
22.38674,114.27147
22.372223,114.264994
22.428405,114.258712
22.336193,114.244316
22.419747,114.266092
22.274448,114.295514
22.39485,114.273668
22.320382,114.271583
22.355814,114.241623
22.399607,114.282729
22.384712,114.262104
22.350155,114.249914
22.451768,114.32298
22.390356,114.30057
22.435577,114.336653
22.425609,114.293226
22.436323,114.331299
22.459165,114.326345
22.301128,114.294312
22.383022,114.262796
22.302299,114.286319
22.356005,114.239858
22.288044,114.286609
22.430621,114.254298
22.32408,114.270916
22.314458,114.285148
22.339324,114.247735
22.429444,114.249444
22.332769,114.235806
22.317481,114.267914
22.389335,114.260579
22.380263,114.272127
22.296158,114.267144
22.308011,114.264196
22.37226,114.096753
22.371789,114.116871
22.367985,114.11793
22.31824,114.040126
22.371011,114.107584
22.378991,114.12588
22.379177,114.125502
22.394952,114.107231
22.373581,114.111407
22.366616,114.063932
22.363469,114.046167
22.372301,114.131639
22.36865,114.114003
22.370546,114.119358
22.374981,114.134323
22.374871,114.133505
22.373464,114.116753
22.37009,114.120746
22.377012,114.111166
22.37017,114.111354
22.372723,114.119232
22.373165,114.116691
22.372301,114.118182
22.373174,114.118269
22.37435,114.114432
22.372683,114.110671
22.371458,114.13434
22.371999,114.114748
22.380241,114.127486
22.351758,114.058675
22.371554,114.125417
22.368001,114.121704
22.380047,114.131542
22.370208,114.080583
22.368103,114.057921
22.376349,114.135193
22.378914,114.122892
22.351603,114.058718
22.374361,114.105719
22.365352,114.118682
22.38036,114.128222
22.366795,114.111178
22.373269,114.115296
22.365258,114.119689
22.367417,114.118094
22.373621,114.116294
22.369404,114.121132
22.37385,114.117775
22.374126,114.117756
22.377173,114.104269
22.378507,114.127194
22.377153,114.123195
22.37654,114.117377
22.376681,114.120976
22.371899,114.127789
22.382736,114.123688
22.364143,114.068421
22.376245,114.120552
22.356458,114.032218
22.377726,114.113465
22.379271,114.112806
22.377391,114.123303
22.38062,114.128776
22.369754,114.081505
22.382361,114.138195
22.382833,114.140016
22.353187,114.059216
22.375027,114.13431
22.357882,114.035681
22.380369,114.125467
22.378611,114.12635
22.377034,114.118246
22.391825,114.10424
22.367415,114.087889
22.367876,114.059458
22.365569,114.056939
22.361028,114.046725
22.384117,114.108692
22.368293,114.084107
22.368298,114.075851
22.398045,114.110044
22.37659,114.119323
22.371795,114.122208
22.394068,114.101939
22.379527,114.129185
22.368703,114.114788
22.264058,114.149027
22.283512,114.153163
22.279226,114.154614
22.282237,114.157556
22.283371,114.151292
22.27447,114.162899
22.283574,114.152361
22.279906,114.159696
22.280127,114.15797
22.286389,114.152205
22.271081,114.150303
22.278375,114.163966
22.26684,114.152105
22.284267,114.155831
22.280159,114.151457
22.265741,114.161461
22.281358,114.152597
22.283036,114.148973
22.282517,114.157428
22.284237,114.159396
22.273835,114.153029
22.279219,114.15253
22.279464,114.151387
22.281048,114.149622
22.282445,114.153243
22.280493,114.153198
22.282279,114.150913
22.282323,114.147123
22.275431,114.157248
22.275148,114.15846
22.276747,114.157481
22.276307,114.159163
22.280648,114.148606
22.282201,114.146422
22.275682,114.154064
22.275178,114.166279
22.274309,114.166362
22.272723,114.153136
22.280747,114.155794
22.280782,114.15953
22.288204,114.150082
22.286431,114.160778
22.283403,114.160099
22.277623,114.15952
22.275716,114.159898
22.283552,114.155132
22.269518,114.153835
22.274287,114.160472
22.278506,114.16471
22.277585,114.163481
22.281715,114.158761
22.287367,114.158447
22.280881,114.150677
22.274106,114.163553
22.285803,114.153855
22.280857,114.157304
22.287503,114.157629
22.287141,114.153756
22.286058,114.154959
22.286915,114.154571
22.272951,114.148109
22.285091,114.152964
22.287185,114.159311
22.266627,114.160013
22.285922,114.160539
22.285609,114.156164
22.276898,114.15297
22.270397,114.149923
22.281003,114.152299
22.27792,114.165788
22.283845,114.148957
22.276607,114.15496
22.28407,114.149113
22.267558,114.156022
22.266892,114.162202
22.272798,114.16143
22.282621,114.143115
22.28445,114.152851
22.279509,114.164007
22.264865,114.162028
22.259746,114.148883
22.285458,114.141903
22.279201,114.131198
22.284242,114.148617
22.284258,114.148615
22.28496,114.147797
22.286429,114.149938
22.288227,114.147075
22.283736,114.133124
22.287972,114.144636
22.288599,114.141646
22.285979,114.139985
22.284306,114.136807
22.283411,114.12803
22.287211,114.13765
22.283361,114.128925
22.287889,114.140685
22.284175,114.135209
22.284153,114.15023
22.277765,114.131569
22.284008,114.130876
22.274727,114.12809
22.279111,114.128824
22.282368,114.13012
22.284416,114.130326
22.286448,114.142236
22.285598,114.143438
22.281184,114.140009
22.284378,114.143553
22.285797,114.136296
22.281991,114.128542
22.28578,114.147512
22.286956,114.146133
22.281499,114.120467
22.284805,114.145808
22.28121,114.141387
22.282839,114.141202
22.283045,114.143452
22.284309,114.141514
22.284393,114.142426
22.281442,114.143976
22.285731,114.148698
22.280857,114.128155
22.288594,114.140973
22.282162,114.125931
22.281621,114.122307
22.284268,114.139556
22.284879,114.135966
22.282912,114.125989
22.28689,114.147906
22.280559,114.138753
22.285726,114.141108
22.281571,114.147739
22.285499,114.149209
22.286977,114.138878
22.283738,114.147371
22.28691,114.135887
22.282313,114.126842
22.286088,114.135398
22.289181,114.144139
22.283588,114.146609
22.284078,114.140678
22.281633,114.12865
22.265972,114.19191
22.265966,114.191179
22.277369,114.171643
22.276339,114.168331
22.268354,114.179948
22.282723,114.178144
22.274086,114.183363
22.274853,114.180202
22.2783,114.175295
22.269141,114.185736
22.278402,114.18127
22.282917,114.178284
22.277288,114.170096
22.279735,114.186318
22.262536,114.190003
22.278362,114.181138
22.279958,114.183236
22.277923,114.176889
22.277635,114.173316
22.280949,114.180915
22.275564,114.167226
22.279541,114.183436
22.264031,114.184779
22.26409,114.184915
22.269149,114.195209
22.278748,114.189958
22.272557,114.175908
22.277144,114.17329
22.279362,114.172038
22.276339,114.178167
22.274364,114.17329
22.269979,114.18452
22.276702,114.194925
22.280153,114.185
22.280383,114.182515
22.277647,114.167828
22.267816,114.183601
22.265986,114.188815
22.268709,114.189826
22.279412,114.192229
22.267514,114.187131
22.276915,114.187582
22.263874,114.189445
22.263611,114.171379
22.274364,114.192457
22.270387,114.191427
22.257557,114.192608
22.27659,114.16872
22.277898,114.193277
22.264408,114.188836
22.27455,114.174065
22.279993,114.187149
22.279892,114.182886
22.277533,114.185998
22.276823,114.176455
22.276729,114.174908
22.28431,114.174214
22.277309,114.171684
22.277453,114.170373
22.277634,114.174744
22.279127,114.176655
22.277938,114.175339
22.276327,114.180479
22.276717,114.179205
22.276007,114.179467
22.276818,114.177611
22.274195,114.188804
22.274885,114.190086
22.271723,114.196539
22.269895,114.185709
22.273528,114.1844
22.277513,114.192243
22.271653,114.180371
22.272527,114.193803
22.277562,114.193742
22.282112,114.191902
22.276471,114.171571
22.275572,114.170592
22.281971,114.183448
22.277585,114.171579
22.273624,114.172571
22.273753,114.173328
22.273192,114.173717
22.278665,114.170509
22.277758,114.183765
22.268536,114.167099
22.273942,114.184829
22.282768,114.184883
22.275088,114.173658
22.291386,114.205582
22.281939,114.222234
22.292204,114.199375
22.289456,114.19363
22.266572,114.235228
22.279807,114.225135
22.281772,114.223191
22.285278,114.211622
22.264497,114.236928
22.263419,114.251897
22.285989,114.191808
22.28654,114.196908
22.290303,114.196606
22.28255,114.192021
22.291128,114.195215
22.290408,114.208025
22.288062,114.209983
22.284584,114.213615
22.262618,114.236806
22.275659,114.241031
22.277717,114.223031
22.292062,114.198492
22.265344,114.245067
22.278643,114.238702
22.290839,114.203184
22.284696,114.191058
22.289374,114.19466
22.29314,114.20048
22.285006,114.214849
22.277919,114.22799
22.280745,114.230227
22.264723,114.24011
22.288022,114.21395
22.283587,114.221933
22.280512,114.192544
22.288225,114.193052
22.282105,114.191876
22.285101,114.199534
22.287035,114.199151
22.292409,114.202933
22.289945,114.208559
22.277503,114.230618
22.28282,114.219936
22.291598,114.207079
22.268384,114.241243
22.278102,114.227411
22.290355,114.196562
22.291886,114.204584
22.291434,114.201187
22.26407,114.240172
22.265856,114.235102
22.26207,114.234113
22.282728,114.21391
22.281199,114.228273
22.279823,114.227885
22.263452,114.239606
22.284083,114.21185
22.267122,114.243663
22.283799,114.199129
22.287116,114.201295
22.290901,114.210042
22.288009,114.197151
22.277322,114.22661
22.29101,114.200415
22.280328,114.225218
22.279254,114.229938
22.28736,114.193003
22.292403,114.199872
22.247066,114.174098
22.270489,114.123382
22.224992,114.198888
22.248074,114.153652
22.248773,114.156351
22.249117,114.154727
22.243868,114.152914
22.243446,114.153791
22.24793,114.166698
22.245284,114.167171
22.225133,114.214876
22.24606,114.164927
22.248354,114.176536
22.244879,114.245579
22.219996,114.209672
22.21843,114.211599
22.215695,114.204656
22.242582,114.149145
